LIMIT,SEX,EDUCATION,MARRIAGE,AGE,STATUS_JAN,STATUS_FEB,STATUS_MAR,STATUS_APR,STATUS_MAY,STATUS_JUN,BILL_JAN,BILL_FEB,BILL_MAR,BILL_APR,BILL_MAY,BILL_JUN,PAY_JAN,PAY_FEB,PAY_MAR,PAY_APR,PAY_MAY,PAY_JUN,DEFAULTED
7200,2,2,1,34,-1,-1,-1,-1,-1,-1,900.12,1373.04,880.008,822.048,613.992,688.224,1373.04,880.296,822.312,613.992,688.224,892.152,0
500,2,2,1,29,2,2,2,0,0,0,458.352,478.872,450.144,479.232,367.992,241.344,35.376,0,57.672,0,144,0,0
4800,2,3,2,33,1,2,0,0,0,0,432.504,416.976,371.112,415.536,341.88,0,0,72.648,149.352,0,0,0,0
4800,2,2,1,40,-2,-2,-2,-2,-2,-2,12.744,0,56.592,59.448,22.992,271.488,0,56.592,59.448,22.992,271.488,0,0
12000,2,1,2,28,-2,-2,-2,-2,-2,-1,106.272,-0.744,-0.744,95.112,82.032,20.592,0,0,95.856,82.44,20.64,0,0
1900,2,2,1,37,0,0,0,-1,0,-1,253.416,287.784,342.864,37.296,157.296,62.76,38.904,120,37.296,120,62.76,127.392,0
700,2,2,1,33,0,0,0,0,0,0,694.512,725.904,731.64,726.576,719.208,563.448,43.2,37.776,31.2,21.264,24,16.464,0
4600,2,2,2,44,0,0,0,0,0,0,3889.224,4044.408,4072.2,4125.792,3692.568,3695.712,430.008,182.424,182.448,144.24,144.24,144.024,0
8400,2,1,1,36,-2,-2,-2,-2,-2,-2,27.192,0,32.208,52.68,0,907.2,0,32.208,52.68,0,907.2,24,0
6200,2,2,1,31,-1,-1,-1,-1,-1,-1,53.376,47.904,35.928,-0.072,51.312,21.6,48.168,36.024,0,51.384,21.648,4.728,0
4600,2,2,1,37,0,0,2,2,2,2,2536.296,2761.176,2828.544,2869.68,2790.816,2964.672,264,144,120,0,216,96,0
5500,2,2,1,34,-2,-2,-2,-2,-2,-2,0,0,14.76,0,0,0,0,14.76,0,0,0,0,0
15600,2,3,2,39,0,0,-1,-1,-2,-1,140.76,0,45.696,-1.464,-6.264,313.2,0,45.696,0,0,319.464,1553.544,0
6000,2,1,2,32,-1,-1,-1,-1,-1,0,251.88,51.6,1127.4,261.12,215.376,883.32,51.6,1127.4,261.36,215.376,720,1567.8,0
16800,2,2,2,34,-2,-2,-2,-2,-2,-2,45.072,104.232,19.296,18.672,45.912,4.8,104.496,19.296,18.672,45.984,4.8,15.072,0
6500,2,1,1,40,-1,-1,-1,0,0,0,231.792,209.136,154.2,242.784,382.872,469.344,210.744,154.2,144,192,144,144,0
2400,2,2,1,43,0,0,0,0,0,-2,2273.112,2340.072,2403.312,2376,0,0,104.784,122.4,48,0,0,0,0
6200,2,2,1,38,0,0,0,0,0,0,3925.2,4003.08,4123.272,4205.952,4203.768,4292.4,143.184,184.608,186.912,150.408,156.312,240,0
9800,2,2,2,33,-2,-2,-2,-2,-2,-2,113.28,611.712,168.528,79.704,65.88,12,611.712,168.528,79.824,65.88,12,37.032,0
12500,2,2,1,47,-2,-2,-2,-2,-2,-2,1842.288,2568.936,457.104,176.616,392.064,480.96,2570.976,457.392,177.288,395.4,480.96,2356.92,0
10800,2,3,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2,6,2,45,0,0,0,0,0,0,607.152,644.784,663.888,683.376,683.856,0,48,48,36,24,0,0,0
14400,2,3,2,44,0,0,0,-1,0,0,3364.296,2699.952,1987.272,9128.088,8844.648,9364.728,120,200.16,9131.472,303,1440,168,0
4800,2,1,2,34,-1,-1,-1,-1,0,0,16.608,-0.144,21.36,339.288,433.608,583.344,0,21.504,344.088,168.528,288,385.08,0
1400,2,2,2,34,2,0,0,0,0,-1,1456.968,1432.2,1432.56,1428.312,683.856,699.576,50.448,70.128,38.064,13.68,746.64,29.088,0
6700,2,2,1,34,-2,-2,-2,-2,-2,-2,218.472,154.056,287.184,140.256,215.856,351.144,154.536,289.008,140.256,112.128,353.376,106.296,0
5500,2,1,1,36,-1,-1,-1,-1,-1,-1,29.76,49.872,9.12,50.4,12.72,54.768,49.872,9.12,50.4,12.72,54.768,33.36,0
1400,2,1,2,33,1,-2,-1,0,0,0,29.808,0,96.672,1424.016,1308.624,1405.8,0,96.672,1359.024,50.4,120,48,0
6500,2,1,2,37,-2,-2,-2,-2,-2,-2,188.208,153.12,386.352,32.4,13.392,0,153.12,386.352,32.4,13.392,0,3094.416,0
1900,2,3,1,41,-1,-1,-1,-1,-1,-1,84.624,243.096,146.4,154.08,14.544,173.472,243.096,146.4,154.416,14.544,173.472,345.288,0
1900,2,2,1,44,-2,-2,-2,-1,4,3,0,0,0,14.4,14.4,7.2,0,0,14.4,0,0,0,0
8600,2,2,1,40,-1,-1,-1,-1,-1,0,104.232,17.4,102.432,50.04,645.504,442.92,17.4,102.432,50.04,322.752,178.92,114.216,0
6500,2,1,1,44,-2,-2,-2,-2,-2,-2,-2.544,69.456,610.008,92.136,43.056,59.016,72,612,96,48,59.016,240,0
4800,2,1,2,46,-2,-2,-2,-2,-2,-2,54.312,82.584,50.976,144.984,71.4,82.584,82.752,50.976,145.512,71.4,82.584,44.184,0
1200,2,1,1,35,0,0,0,0,-1,0,1099.728,1132.152,1166.208,-530.592,1097.016,940.512,57.912,67.968,0.936,2207.592,37.68,34.68,0
5500,2,4,2,30,0,0,0,0,0,0,4048.992,3865.776,3645.216,3506.712,3543.6,1048.872,256.776,121.92,240,85.44,1080,2064,0
1700,2,3,1,31,0,0,0,2,2,0,231.192,275.088,342.216,372.6,354.528,369.12,48,72,48,0,24,24,0
2400,2,1,2,31,1,2,-1,-1,-1,-1,223.464,122.568,39.528,80.352,34.992,34.992,0,39.528,80.352,34.992,34.992,40.248,0
2400,2,3,1,30,1,2,2,0,0,0,1123.416,1130.904,1085.736,1073.088,1047.696,1072.272,48,0,45.6,38.4,76.8,0,0
5000,2,1,2,31,-1,-1,-1,-1,0,0,302.832,151.512,395.712,309.6,482.592,441.072,152.256,397.44,312.576,300.984,170.184,273.936,0
10800,2,1,2,31,-1,-1,-2,-2,-1,0,62.616,0,0,0,428.52,82.32,0,0,0,428.52,0,60,0
7200,2,3,2,31,0,0,0,0,0,0,2213.64,1614.792,1561.416,3542.712,5680.488,5690.52,108.12,144.936,2400,2400,206.4,204,0
3400,2,1,2,31,-2,-2,-2,-2,-2,-2,33.576,36.456,33.696,12.96,0,0,36.456,33.696,12.96,0,0,0,0
11500,2,1,2,32,-2,-2,-2,-2,-2,-2,284.928,934.392,563.496,1252.248,1296.12,1292.472,960,563.496,1253.016,1296.12,1308,1015.704,0
2600,2,1,2,32,-1,0,0,0,0,0,86.64,370.248,469.512,527.856,527.856,201.384,288,120,72,72,48,24,0
4800,2,1,2,31,-2,-2,-2,-2,-2,-2,0,22.8,0,42.768,16.056,0,22.8,0,58.128,16.056,0,0,0
2400,2,1,2,30,0,0,2,2,2,2,177.216,246.072,238.68,342.456,329.832,384.264,72,0,108,0,60,0,0
500,2,2,1,31,0,0,0,0,0,0,313.92,261.864,453.36,264.624,140.712,78.552,36,48,48,24,24,0,0
11800,2,2,1,31,0,0,0,0,0,0,11293.896,11585.592,11825.232,6778.8,6896.712,6541.872,467.256,480,288,264,240,240,0
2200,2,1,2,32,-1,-1,-2,-1,-1,-1,181.512,-0.288,-0.288,77.52,9.288,39.408,0,0,77.808,9.288,39.408,0,0
7400,2,1,1,32,0,0,0,0,0,0,3388.872,2030.256,1598.976,1157.112,3474.192,14.424,168,132,96,2400,14.424,8.64,0
5800,2,1,2,33,-2,-2,-2,-2,-2,-2,120,0,120,0,6.096,224.784,0,120,0,6.096,224.784,27.6,0
9400,2,1,2,32,0,0,0,0,0,0,397.584,485.112,364.896,324.696,339.336,347.904,217.824,192,36,36,12.456,168,0
3400,2,2,2,33,0,0,0,0,0,2,1418.328,1431.72,1463.808,1494.072,1670.256,1638.288,51.288,55.2,54.672,223.2,0,72,0
700,2,3,1,33,0,0,0,0,0,0,711.984,696.792,704.28,699,716.616,696.384,42.312,40.224,34.944,28.56,25.344,38.208,0
5500,2,2,1,32,-1,-1,0,0,0,0,9.576,37.44,42.384,65.28,89.28,0,37.44,25.104,24,24,0,0,0
7700,2,1,2,32,0,0,0,-1,-1,-1,329.28,485.256,434.088,135.336,-0.984,134.712,192.36,27.36,135.336,0,135.696,0,0
2600,2,1,2,32,0,0,0,-2,-2,-2,1453.392,741.6,0,0,0,0,45.6,0,0,0,0,0,0
4300,2,1,2,32,-2,-2,-2,-2,-2,-2,-0.72,52.8,135.432,54.84,35.952,74.208,53.52,135.432,55.152,36.048,74.424,71.016,0
10300,2,1,2,33,0,0,0,0,0,0,8281.272,8075.208,7704.456,6548.112,4945.944,3915.12,316.944,864,720,720,720,2496,0
5500,2,1,2,33,0,-1,-1,-1,-1,-1,191.76,322.8,1361.496,-31.44,161.616,2091.864,322.8,1361.496,0,193.056,2091.864,120,0
3400,2,2,1,33,1,-1,-1,-1,-1,-1,-0.552,137.808,0,46.08,28.32,0,138.36,0,46.08,28.32,0,1440,0
4300,2,1,2,31,-1,-1,-1,-1,-1,-1,18.384,5.832,5.832,5.832,117.336,5.832,5.832,5.832,5.832,117.336,5.832,332.832,0
1400,2,2,2,31,1,2,0,0,0,2,493.056,478.104,503.832,521.664,556.128,543.864,0,40.8,33.6,43.2,0,43.2,0
7400,2,2,2,31,0,0,0,2,2,0,2065.968,1879.872,1881.12,1850.448,1603.872,1404.48,85.2,144,61.416,1.08,72.792,72,0
7700,2,2,1,33,0,0,0,0,0,0,7779.84,7100.784,5442.048,5334.672,5380.56,5444.064,241.608,264,120,108.456,63.504,514.968,0
2400,2,1,2,33,-2,-2,-2,-2,-2,-2,82.008,176.784,291.504,18.048,142.344,188.52,177.6,291.504,18.048,142.344,188.52,95.184,0
4100,2,1,2,32,-1,-1,-1,-1,-1,-1,333.12,152.808,224.424,533.328,490.488,209.856,158.232,224.664,533.328,490.488,209.856,86.88,0
4800,2,1,2,31,-1,2,2,-2,-2,-2,10.8,10.8,0,0,0,0,0,0,0,0,0,0,0
2600,2,1,1,31,1,2,5,4,4,4,1843.608,2154.36,2099.664,2163.024,2272.488,2342.04,364.8,0,120,168,120,120,0
1200,2,1,2,32,0,0,0,0,0,0,130.992,124.2,310.8,268.512,292.008,356.952,36,190.944,76.512,52.8,168,67.44,0
8400,2,2,2,32,-1,-1,-1,-1,-1,0,248.688,1020.984,257.352,31.44,187.104,125.4,1020.984,257.352,31.44,187.104,0,0,0
2600,2,1,2,31,0,-1,-1,-2,-2,-2,342.432,59.784,0,0,0,0,59.784,0,0,0,0,0,0
5800,2,1,1,30,0,0,0,0,0,0,5683.752,5785.608,5783.952,5876.064,5592.864,5710.512,246.696,252,253.944,192,204,225.6,0
2900,2,2,1,30,2,-1,3,2,0,-1,29.952,40.824,37.224,33.84,11.496,75.792,40.824,0,0.216,0,75.792,0,0
3600,2,1,2,32,0,0,0,0,0,0,444.456,478.224,446.4,325.224,498.216,508.8,72,96.072,61.224,373.896,268.8,85.8,0
4800,2,2,2,34,0,-1,-1,-1,-2,-2,314.688,312.264,288,0,0,0,312.264,288,0,0,0,2590.032,0
6000,2,1,2,33,-1,-1,-2,-1,0,0,391.608,0,0,4532.184,4663.704,4755.744,0,0,4532.184,204,192,169.92,0
8400,2,1,1,36,-1,-1,-1,2,-1,-1,7.824,7.824,15.648,7.824,91.608,67.248,7.824,15.648,0,91.608,67.248,0,0
4800,2,2,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2,2,1,35,0,0,0,0,0,0,605.736,644.328,631.656,644.832,608.28,642.744,72,72,48,79.296,48,72,0
3600,2,2,1,45,0,0,0,0,0,0,3391.008,3167.28,3270.408,3334.416,3367.56,3342.192,113.256,154.056,154.464,122.712,125.04,133.176,0
9100,2,3,1,46,1,-2,-1,-1,-1,-1,0,0,5.376,96.816,0,49.488,0,5.376,96.816,0,49.488,0,0
4300,2,2,1,47,0,0,0,0,0,0,4234.176,3953.88,4036.992,4120.008,4205.256,4166.328,141.504,146.808,150.432,154.68,153.096,151.2,0
7200,2,2,2,36,-1,-1,-1,0,0,0,199.44,62.208,1848,1889.232,1941.792,2171.88,62.208,1848,72,84,266.4,0,0
10800,2,1,2,36,1,-2,-1,-1,-1,-2,141.816,23.136,14.712,43.128,16.296,255.432,23.232,14.76,44.016,16.368,256.728,730.824,0
12000,2,2,1,37,0,0,0,0,0,0,1402.752,1444.368,1611.672,1537.896,1538.88,1471.08,120,240,124.056,55.728,124.176,0,0
4800,2,3,2,45,-2,-2,-2,-2,-2,-2,0,245.304,32.544,0,23.616,3.216,245.304,32.544,0,23.616,3.216,1.944,0
10300,2,1,1,46,-2,-2,-2,-2,-2,-2,222.48,1049.208,99.672,100.704,10.728,0,1049.208,99.672,100.704,10.728,0,85.584,0
4800,2,2,1,40,-2,-2,-2,-2,-2,-2,36.504,-0.12,-0.12,-0.12,-0.12,24.672,0,0,0,0,24.792,308.568,0
2200,2,1,1,36,-1,-1,-1,-1,-1,-1,92.64,42.48,51.24,7.584,83.784,41.184,43.824,51.6,7.584,83.784,41.184,64.944,0
4800,2,1,1,38,-1,-1,-1,-1,-1,-1,117.384,678.192,353.088,125.184,151.608,148.968,678.192,353.088,125.496,151.608,148.968,131.136,0
1400,2,2,1,47,0,0,0,0,0,0,222.072,1346.88,1382.736,1408.776,1375.248,1243.488,1200,72,64.8,72,72,72,0
6000,2,1,2,36,-2,-2,-2,-1,-1,-1,52.8,0,0,2995.968,191.616,36,0,0,2995.968,191.616,36,304.176,0
4800,2,1,1,40,0,0,0,0,0,0,219.384,217.104,231.24,244.728,242.832,252.84,27.312,27.768,27.576,12,24,24,0
8600,2,2,2,45,-2,-1,2,2,-2,-2,0,60,60,0,0,0,60,0,0,0,0,0,0
4800,2,1,2,33,0,0,0,0,0,0,4711.296,4698.384,4684.584,4368.648,3357.624,3257.28,216,214.536,194.376,120,120,120,0
12000,2,2,2,41,-2,-2,-2,-2,-2,-2,151.32,136.608,37.344,49.92,105.672,81.72,151.968,41.808,49.92,105.816,81.72,0,0
4800,2,1,1,38,0,0,0,0,0,0,4443.72,4321.656,4317.576,4097.184,3949.272,3967.824,156,192,180.48,144,146.4,180,0
5500,2,1,2,44,0,0,0,0,0,0,5522.424,5388.408,5365.056,3551.304,1477.68,1926.696,243,311.184,132.144,38.952,1920,2530.824,0
1200,2,3,1,37,-1,-1,0,0,0,0,9.336,608.448,623.952,637.896,641.04,644.904,617.808,34.44,33.744,22.248,22.848,23.184,0
6200,2,1,1,38,0,0,-1,0,-1,-1,407.88,310.728,753.456,630.096,156.528,0,74.088,792,48,156.528,0,127.68,0
3400,2,1,1,39,0,0,0,0,0,0,670.608,707.328,733.896,749.448,837.552,852.672,48,38.4,48,120,48,720,0
7700,2,2,2,35,0,0,0,0,0,0,3013.608,3018.768,2839.056,2856.336,2893.608,3087.408,163.944,288,160.8,120,240,0,0
1200,2,2,1,39,0,0,0,0,0,0,1167.624,1174.536,1180.896,1113.96,682.872,698.256,52.8,41.736,228,36,29.04,24,0
3800,2,1,1,36,-1,-1,0,-1,-1,-1,41.136,68.28,80.208,4.104,42.48,20.088,68.28,24,4.104,42.48,20.088,7.176,0
12000,2,2,1,43,0,0,0,0,0,0,8995.248,8527.752,8468.832,8479.128,9056.904,8766.672,336,348,312,312,360,360,0
8400,2,1,1,44,-2,-2,-2,-2,-2,-2,205.056,0,0,0,207.144,6.648,0,0,0,207.144,6.648,181.08,0
4800,2,2,1,39,-1,-1,-1,-1,-1,-1,59.64,90.912,132.288,47.664,60.096,323.616,91.152,132.288,47.904,60.096,323.616,241.8,0
12000,2,2,2,39,0,0,0,0,0,-1,5503.968,3872.64,2822.544,440.232,377.688,4878.984,177.6,144,45.336,90.744,4994.928,146.016,0
3100,2,1,2,34,0,0,0,0,0,0,1838.136,1857.288,1895.88,1924.56,1918.08,1943.328,81.6,100.8,108,72,76.8,72,0
7000,2,2,2,34,0,0,0,0,0,0,612.72,905.688,711.264,578.496,811.536,780.72,360.84,36.936,30.96,240,120,72,0
5000,2,2,2,34,0,0,0,0,0,0,1761.96,1828.512,1878.624,1949.904,1895.304,1928.616,96.048,96,103.752,84.024,72,64.8,0
5800,2,1,2,36,-1,-1,-1,-1,-1,-1,7.92,75.648,129.6,91.176,13.776,117.576,75.648,129.984,91.176,13.848,117.576,34.8,0
1900,2,2,1,36,-2,-2,-2,-2,-2,-2,161.904,13.344,13.344,69.696,13.344,101.424,13.344,13.344,69.696,13.344,101.424,88.392,0
4800,2,5,1,39,-2,-2,-2,-2,-2,-2,12,0,0,0,0,0,0,0,0,0,0,0,0
7700,2,3,1,33,0,0,0,0,0,2,1705.128,459.864,475.896,424.608,375.552,366.12,48,31.2,38.4,60,0,24,0
8200,2,1,2,37,-1,0,-1,0,0,0,494.976,495.624,391.392,505.56,493.944,382.464,207.384,393.6,360,360,240,240,0
9100,2,2,1,43,1,-2,-2,-1,-1,-1,0,0,0,48.936,0,107.544,0,0,48.936,0,107.544,7.488,0
3600,2,1,1,43,-1,-1,-1,-1,-1,-1,166.56,148.8,167.088,223.224,222.384,154.584,148.8,167.088,223.224,222.384,154.584,160.944,0
12000,2,1,2,37,-2,-2,-2,-2,-2,-2,17.928,0,0,23.736,0,0,0,0,23.736,0,0,21.12,0
12000,2,2,1,49,-2,-2,-2,-2,-2,-2,308.904,124.248,100.776,180.168,112.704,1399.008,124.248,100.776,180.168,112.704,1399.008,864,0
8900,2,2,1,44,-2,-2,-2,-2,-2,-2,0,41.808,0,0,0,0,41.808,0,0,0,0,0,0
8600,2,2,1,40,-2,-2,-2,-2,-2,-2,209.664,23.256,145.992,236.448,653.04,42.36,23.376,146.88,237.624,656.448,42.432,50.664,0
7200,2,2,1,39,-2,-2,-2,-2,-2,-2,48.528,12.888,3.408,15.744,14.88,12.048,12.888,3.408,15.744,14.88,12.048,3.408,0
3600,2,2,2,37,-2,-2,-2,-2,-2,-2,0,0,14.304,531.144,0,38.304,0,14.304,531.144,47.52,38.304,110.808,0
5000,2,1,1,38,-2,-2,-2,-2,-2,-2,-1.944,-1.944,-1.944,-1.944,-1.944,-1.944,0,0,0,0,0,0,0
6700,2,1,1,39,-2,-2,-2,-2,-2,-2,33.528,0,3.264,0,0,8.4,0,3.264,0,0,8.4,7.128,0
5500,2,2,1,44,-2,-2,-2,-2,-1,0,336.696,216.84,287.496,160.008,287.328,207.696,219.36,288.936,160.8,287.712,0.528,213.84,0
8600,2,2,2,37,0,0,0,0,0,0,7025.4,7120.296,7228.344,7281.552,6950.448,6946.968,255.312,266.76,256.8,235.68,237.648,237.84,0
5500,2,2,1,40,-1,-1,-1,0,0,0,29.16,5.4,136.872,157.44,277.44,0,12.6,136.872,24,120,0,186.96,0
10800,2,2,1,44,-2,-2,-2,-2,-2,-2,204.504,382.416,174.384,199.944,196.512,250.92,385.92,175.176,200.736,198.384,252.12,174.432,0
7200,2,1,2,41,-1,-1,-2,-2,-2,-2,138.48,0,0,0,0,0,0,0,0,0,0,0,0
5800,2,2,1,38,0,0,0,0,0,0,4733.544,4461.624,4540.56,4632.432,4526.232,4303.416,160.848,168,168,156,158.4,149.52,0
5500,2,1,2,41,-1,-1,-1,-1,0,0,305.544,160.416,260.016,684.96,1359.84,1109.112,168,360,696,720,0,120,0
3800,2,1,2,39,-2,-2,-2,-2,-2,-2,0,7.2,0,0,19.704,0,7.2,0,0,19.704,0,0,0
8600,2,5,1,39,-1,-1,-1,-1,0,-1,74.448,13.248,744.696,185.544,27.696,19.176,13.248,745.224,185.544,0,19.176,77.712,0
3800,2,1,1,41,0,0,-1,0,0,0,4076.808,3047.352,2113.728,2130.792,1912.416,1887.744,80.64,2220.768,68.616,63.312,72,62.016,0
200,2,2,1,42,0,0,0,0,0,0,209.04,230.424,211.44,183.288,151.368,117.048,28.8,28.128,24,12,9.6,72,0
10300,2,1,2,38,-1,-1,-1,-1,-1,-1,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,0
1900,2,1,1,39,1,2,2,2,0,0,512.16,537.336,552.408,536.376,546.984,559.944,40.8,30.72,0,19.536,21.72,727.944,0
7400,2,1,1,39,-1,-1,-1,-1,0,0,91.272,16.272,73.2,217.92,119.76,118.56,16.344,73.728,218.4,0.552,119.136,40.224,0
3600,2,3,1,41,0,0,0,0,0,-2,502.416,512.736,508.704,521.16,0,0,36,36,24,0,0,0,0
4800,2,2,1,43,0,0,-2,-1,-1,-2,69.432,0,5.52,49.416,0,0,0,5.52,49.416,0,0,0,0
5000,2,1,1,44,-1,-1,-1,-1,-1,0,8.64,8.64,29.616,17.328,31.824,8.64,8.64,29.616,17.328,31.824,0,57.312,0
9600,2,2,2,43,-2,-2,-2,-2,-2,-2,360,441.6,360,11.808,358.224,183.024,441.6,360,11.808,360,185.4,72,0
1900,2,2,1,40,-1,-1,-1,-1,-1,-1,64.008,48.84,772.656,41.496,14.16,231.072,48.84,772.656,41.496,14.16,231.072,385.416,0
3800,2,2,1,42,-1,0,0,0,0,0,820.464,844.464,876.288,873.168,890.52,912.816,37.656,45.48,38.544,31.896,36.672,38.4,0
4100,2,2,1,40,-1,-1,-1,-1,-1,-1,429.936,30.072,106.248,35.016,588.264,27.912,30.072,106.248,35.016,588.264,27.912,67.704,0
5800,2,2,1,41,-2,-2,-2,-2,-2,-2,128.784,-0.816,165.864,14.664,63.144,109.992,0,166.68,14.736,63.216,110.544,149.808,0
2200,2,2,1,44,2,2,-1,-1,-1,-1,39.696,19.848,19.848,48.96,30.696,31.008,0,19.848,48.96,30.696,31.008,33.072,0
4300,2,2,1,35,-1,-1,-1,-1,-1,-1,270.84,282.744,326.712,201.624,44.616,10.296,283.152,328.656,201.624,44.616,10.296,22.704,0
5000,2,2,1,48,-1,-1,-1,-1,-1,-1,34.008,-0.072,8.52,307.584,0,2.448,0,8.592,307.584,0,2.448,5.04,0
7200,2,1,1,42,1,-2,-2,-2,-1,3,-16.656,-16.656,0,0,16.656,9.456,0,16.656,0,16.656,0,0,0
4100,2,1,1,44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,2,1,2,37,0,0,0,-1,0,0,1053.264,1209.864,232.512,20.568,91.44,113.784,60,168.624,24,72,24,24,0
1200,2,2,1,39,0,0,0,0,0,0,1103.736,1135.248,1159.92,1146.312,1165.872,1176.36,49.944,50.616,49.176,44.736,46.152,45.168,0
5500,2,1,2,39,-1,-1,-1,-2,-2,-2,21.6,46.68,0,0,0,0,46.68,0,0,0,0,41.28,0
7400,2,1,1,34,0,0,0,0,0,0,6498.624,6335.592,5176.464,4480.32,1986.6,2582.28,265.92,193.296,168.888,48.24,1204.464,48.264,0
3600,2,3,2,35,1,-1,-1,-1,-1,-2,0,4.8,16.992,28.824,0,0,4.8,16.992,28.824,0,0,0,0
4800,2,1,2,35,-2,-1,-1,-1,-1,-1,0,4.44,45.984,0,3.6,32.352,4.44,45.984,0,3.6,32.352,24,0
12000,2,1,1,37,-2,-2,-2,-2,-2,-2,162.168,228.12,292.104,272.28,689.544,1612.944,228.12,292.224,277.536,703.704,1612.944,206.448,0
2400,2,5,2,34,0,0,0,0,0,-1,2200.176,2192.352,2093.856,556.344,185.304,77.256,120.096,91.464,72.048,96,77.256,44.736,0
7200,2,2,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9800,2,1,2,31,0,0,0,0,0,0,3217.728,3206.496,3213.168,3262.896,3222,3119.304,360.072,381.048,720,342,239.304,657.12,0
2200,2,3,1,36,0,0,-1,0,0,0,1911.408,1896.024,439.632,455.568,464.904,470.592,37.92,474.936,31.08,24,20.376,24,0
6500,2,2,1,43,0,0,0,0,0,0,3241.632,2465.832,2408.64,2341.992,2204.376,2275.776,120,168,97.176,24,120.072,0,0
8600,2,2,1,41,0,0,0,0,0,0,6493.272,6128.352,6291.672,6240.6,4067.376,3136.92,261.6,300,300,168,120,124.8,0
5500,2,3,1,38,0,0,0,0,0,0,1627.44,1478.448,1159.056,1181.808,1171.944,1227,47.52,43.752,42.504,45.504,77.568,48.624,0
3600,2,2,2,42,0,0,0,-2,-2,-1,2329.584,2280.96,0,0,0,5.208,48,0,0,0,5.208,71.328,0
8400,2,2,1,43,-2,-2,-2,-2,-2,-1,50.976,72.648,58.752,110.16,0,10.32,73.152,59.04,110.784,0,10.32,10.32,0
5000,2,3,2,43,-1,-1,-1,-2,-2,-2,182.52,28.08,0,0,0,0,28.08,0,0,0,0,72.36,0
3100,2,3,1,44,0,0,0,0,0,0,967.944,1054.296,1099.584,1128.432,1165.2,1193.688,120,81.36,72,72,46.92,72,0
12000,2,1,1,49,-2,-2,-2,-2,-2,-2,670.464,55.32,217.752,137.136,764.832,87.912,55.32,217.992,146.52,764.832,87.912,194.64,0
10800,2,1,1,39,-2,-2,-2,-2,-2,-2,203.856,580.272,127.368,2852.448,275.736,636.432,603.072,127.632,2853.048,275.736,636.432,85.8,0
4800,2,2,2,46,0,0,0,0,0,0,2888.232,2908.752,2972.016,3279.096,3348.096,3414.456,104.208,110.232,358.92,123.432,123.984,128.376,0
7000,2,2,1,34,0,0,0,0,-1,0,1282.488,1056.888,130.584,176.904,931.968,1006.92,30.576,28.8,48.792,931.968,93.6,4522.152,0
4100,2,2,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9100,2,2,1,39,0,0,0,0,0,0,7377.312,6722.16,5976.432,6059.904,6079.944,5713.224,310.464,220.56,216,194.4,194.4,192,0
6700,2,1,2,35,-1,-1,-1,-1,-1,-1,155.856,689.352,226.368,83.328,83.328,245.688,689.352,226.368,83.328,83.328,245.688,291.096,0
4800,2,2,1,31,-2,-2,-2,-2,-2,-2,52.008,216.072,31.224,169.584,83.664,292.584,216.072,31.224,169.68,88.512,292.584,114.24,0
5300,2,2,1,40,1,-2,-2,-2,-2,-2,200.616,346.728,162.984,155.88,122.232,132.072,348.432,164.04,156.84,122.832,132.696,240.624,0
11300,2,2,2,43,-2,-2,-2,-2,-2,-2,135.144,9.696,-0.072,-0.072,8.448,0,9.696,0,0,8.52,0,50.16,0
6700,2,1,2,35,0,-1,-1,-1,-1,-1,242.136,934.464,178.656,116.592,55.416,214.2,960,193.656,120.12,57.6,216,184.272,0
500,2,3,1,46,1,2,2,0,0,2,195.144,217.008,210.072,237.984,259.032,249.6,28.8,0,31.584,28.632,0,0,0
500,2,2,2,34,0,0,0,0,0,0,447.576,473.448,487.92,484.776,470.616,478.968,40.8,48,28.8,0,8.352,0,0
7000,2,1,2,34,-1,-1,-1,-1,0,-1,45.96,147.264,0,687.408,98.352,456.576,147.624,0,687.408,0,466.224,0,0
3600,2,1,1,38,-2,-2,-2,-2,-2,-2,37.056,11.112,35.544,519.36,63.264,104.304,11.112,35.544,519.432,63.264,104.304,0,0
3800,2,2,1,41,1,2,0,0,0,0,2387.904,2328.312,2362.248,2454,2465.616,2517.624,0,93.096,131.016,88.2,91.704,198.144,0
9600,2,1,1,37,0,0,0,0,0,0,5513.136,5345.424,3907.872,3154.392,3046.296,2939.808,275.448,192,109.272,86.4,85.104,92.736,0
4300,2,2,2,36,0,0,0,2,2,-1,341.328,352.824,415.728,315.288,0,55.032,31.2,69.648,73.128,0,55.032,48,0
2900,2,2,1,32,0,0,0,0,0,0,2674.584,2732.856,2786.64,2687.472,2707.728,2759.256,134.304,131.952,132,96,103.2,120.288,0
4800,2,2,2,33,-2,-2,-2,-2,-2,-2,36.048,91.344,0,109.752,29.808,0,92.064,0,109.752,29.808,0,77.736,0
